Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
TSU,47.0,0 days 00:01:20.209000,16.0,0 days 02:04:25.420000,0 days 00:00:24.258000,0 days 00:00:32.215000,0 days 00:00:23.736000
TSU,48.0,0 days 00:01:19.498000,16.0,0 days 02:05:44.918000,0 days 00:00:23.510000,0 days 00:00:32.055000,0 days 00:00:23.933000
TSU,49.0,0 days 00:01:19.133000,16.0,0 days 02:07:04.051000,0 days 00:00:23.402000,0 days 00:00:31.927000,0 days 00:00:23.804000
TSU,50.0,0 days 00:01:19.300000,15.0,0 days 02:08:23.351000,0 days 00:00:23.396000,0 days 00:00:32.005000,0 days 00:00:23.899000
TSU,51.0,0 days 00:01:19.954000,15.0,0 days 02:09:43.305000,0 days 00:00:23.560000,0 days 00:00:32.317000,0 days 00:00:24.077000
TSU,52.0,0 days 00:01:20.098000,15.0,0 days 02:11:03.403000,0 days 00:00:23.545000,0 days 00:00:32.390000,0 days 00:00:24.163000
TSU,53.0,0 days 00:01:19.718000,15.0,0 days 02:12:23.121000,0 days 00:00:23.477000,0 days 00:00:32.188000,0 days 00:00:24.053000
TSU,54.0,0 days 00:01:40.175000,15.0,0 days 02:14:03.296000,0 days 00:00:24.055000,0 days 00:00:42.601000,0 days 00:00:33.519000
TSU,55.0,0 days 00:02:13.672000,16.0,0 days 02:16:16.968000,0 days 00:00:47.955000,0 days 00:00:46.699000,0 days 00:00:39.018000
TSU,56.0,0 days 00:02:07.288000,15.0,0 days 02:18:24.256000,0 days 00:00:38.260000,0 days 00:00:49.597000,0 days 00:00:39.431000
TSU,57.0,0 days 00:01:55.321000,15.0,0 days 02:20:19.577000,0 days 00:00:37.002000,0 days 00:00:49.109000,0 days 00:00:29.210000
TSU,58.0,0 days 00:01:22.751000,15.0,0 days 02:21:42.328000,0 days 00:00:25.069000,0 days 00:00:32.977000,0 days 00:00:24.705000
TSU,59.0,0 days 00:01:22.567000,15.0,0 days 02:23:04.895000,0 days 00:00:24.614000,0 days 00:00:33.139000,0 days 00:00:24.814000
TSU,60.0,0 days 00:01:33.117000,15.0,0 days 02:24:38.012000,0 days 00:00:24.190000,0 days 00:00:35.970000,0 days 00:00:32.957000
TSU,61.0,0 days 00:01:21.360000,15.0,0 days 02:25:59.372000,0 days 00:00:23.936000,0 days 00:00:33.105000,0 days 00:00:24.319000
TSU,62.0,0 days 00:01:20.396000,15.0,0 days 02:27:19.768000,0 days 00:00:23.731000,0 days 00:00:32.429000,0 days 00:00:24.236000
TSU,63.0,0 days 00:01:20.250000,15.0,0 days 02:28:40.018000,0 days 00:00:23.383000,0 days 00:00:32.615000,0 days 00:00:24.252000
TSU,64.0,0 days 00:01:19.526000,14.0,0 days 02:29:59.544000,0 days 00:00:23.318000,0 days 00:00:32.186000,0 days 00:00:24.022000
TSU,65.0,0 days 00:01:20.191000,14.0,0 days 02:31:19.735000,0 days 00:00:23.467000,0 days 00:00:32.522000,0 days 00:00:24.202000
TSU,66.0,0 days 00:01:20.110000,14.0,0 days 02:32:39.845000,0 days 00:00:23.487000,0 days 00:00:32.417000,0 days 00:00:24.206000
ALB,1.0,0 days 00:01:30.384000,14.0,0 days 01:00:44.032000,,0 days 00:00:34.517000,0 days 00:00:25.338000
ALB,2.0,0 days 00:01:23.703000,14.0,0 days 01:02:07.735000,0 days 00:00:24.710000,0 days 00:00:34.072000,0 days 00:00:24.921000
ALB,3.0,0 days 00:01:22.585000,14.0,0 days 01:03:30.320000,0 days 00:00:24.187000,0 days 00:00:33.553000,0 days 00:00:24.845000
ALB,4.0,0 days 00:01:22.127000,14.0,0 days 01:04:52.447000,0 days 00:00:24.038000,0 days 00:00:33.274000,0 days 00:00:24.815000
ALB,5.0,0 days 00:01:22.537000,14.0,0 days 01:06:14.984000,0 days 00:00:24.110000,0 days 00:00:33.503000,0 days 00:00:24.924000
ALB,6.0,0 days 00:01:26.284000,18.0,0 days 01:07:41.268000,0 days 00:00:24.112000,0 days 00:00:33.666000,0 days 00:00:28.506000
ALB,7.0,0 days 00:01:47.640000,19.0,0 days 01:09:28.908000,0 days 00:00:51.767000,0 days 00:00:31.944000,0 days 00:00:23.929000
ALB,8.0,0 days 00:01:20.543000,19.0,0 days 01:10:49.451000,0 days 00:00:23.986000,0 days 00:00:32.373000,0 days 00:00:24.184000
ALB,9.0,0 days 00:01:20.508000,18.0,0 days 01:12:09.959000,0 days 00:00:23.867000,0 days 00:00:32.458000,0 days 00:00:24.183000
ALB,10.0,0 days 00:01:21.462000,18.0,0 days 01:13:31.421000,0 days 00:00:24.441000,0 days 00:00:32.712000,0 days 00:00:24.309000
ALB,11.0,0 days 00:01:21.011000,18.0,0 days 01:14:52.432000,0 days 00:00:23.787000,0 days 00:00:32.862000,0 days 00:00:24.362000
ALB,12.0,0 days 00:01:21.879000,18.0,0 days 01:16:14.311000,0 days 00:00:24.083000,0 days 00:00:33.150000,0 days 00:00:24.646000
ALB,13.0,0 days 00:01:21.932000,18.0,0 days 01:17:36.243000,0 days 00:00:24.115000,0 days 00:00:33.153000,0 days 00:00:24.664000
ALB,14.0,0 days 00:01:21.793000,18.0,0 days 01:18:58.036000,0 days 00:00:24.091000,0 days 00:00:33.228000,0 days 00:00:24.474000
ALB,15.0,0 days 00:01:21.738000,17.0,0 days 01:20:19.774000,0 days 00:00:23.962000,0 days 00:00:33.071000,0 days 00:00:24.705000
ALB,16.0,0 days 00:01:21.783000,16.0,0 days 01:21:41.557000,0 days 00:00:24.101000,0 days 00:00:33.074000,0 days 00:00:24.608000
ALB,17.0,0 days 00:01:21.649000,16.0,0 days 01:23:03.206000,0 days 00:00:23.934000,0 days 00:00:33,0 days 00:00:24.715000
ALB,18.0,0 days 00:01:21.960000,16.0,0 days 01:24:25.166000,0 days 00:00:24.086000,0 days 00:00:33.314000,0 days 00:00:24.560000
ALB,19.0,0 days 00:01:21.963000,15.0,0 days 01:25:47.129000,0 days 00:00:24.165000,0 days 00:00:33.098000,0 days 00:00:24.700000
ALB,20.0,0 days 00:01:22.346000,14.0,0 days 01:27:09.475000,0 days 00:00:24.193000,0 days 00:00:33.386000,0 days 00:00:24.767000
ALB,21.0,0 days 00:01:22.440000,13.0,0 days 01:28:31.915000,0 days 00:00:24.046000,0 days 00:00:33.544000,0 days 00:00:24.850000
ALB,22.0,0 days 00:01:22.388000,13.0,0 days 01:29:54.303000,0 days 00:00:23.929000,0 days 00:00:33.638000,0 days 00:00:24.821000
ALB,23.0,0 days 00:01:22.522000,13.0,0 days 01:31:16.825000,0 days 00:00:23.892000,0 days 00:00:33.845000,0 days 00:00:24.785000
ALB,24.0,0 days 00:01:23.477000,12.0,0 days 01:32:40.302000,0 days 00:00:24.367000,0 days 00:00:34.296000,0 days 00:00:24.814000
ALB,25.0,0 days 00:01:24.407000,14.0,0 days 01:34:04.709000,0 days 00:00:25.163000,0 days 00:00:34.345000,0 days 00:00:24.899000
ALB,26.0,0 days 00:01:29.868000,17.0,0 days 01:35:34.577000,0 days 00:00:24.156000,0 days 00:00:36.504000,0 days 00:00:29.208000
ALB,27.0,0 days 00:02:02.219000,19.0,0 days 01:37:36.796000,0 days 00:00:59.458000,0 days 00:00:33.691000,0 days 00:00:29.070000
HUL,1.0,0 days 00:01:28.901000,11.0,0 days 01:00:42.549000,,0 days 00:00:33.937000,0 days 00:00:24.907000
HUL,2.0,0 days 00:01:22.812000,10.0,0 days 01:02:05.361000,0 days 00:00:24.519000,0 days 00:00:33.492000,0 days 00:00:24.801000
HUL,3.0,0 days 00:01:22.138000,10.0,0 days 01:03:27.499000,0 days 00:00:23.864000,0 days 00:00:33.559000,0 days 00:00:24.715000
HUL,4.0,0 days 00:01:21.756000,10.0,0 days 01:04:49.255000,0 days 00:00:23.861000,0 days 00:00:33.327000,0 days 00:00:24.568000
HUL,5.0,0 days 00:01:21.710000,10.0,0 days 01:06:10.965000,0 days 00:00:23.883000,0 days 00:00:33.242000,0 days 00:00:24.585000
HUL,6.0,0 days 00:01:21.740000,10.0,0 days 01:07:32.705000,0 days 00:00:23.954000,0 days 00:00:33.121000,0 days 00:00:24.665000
HUL,7.0,0 days 00:01:22.315000,10.0,0 days 01:08:55.020000,0 days 00:00:23.881000,0 days 00:00:33.532000,0 days 00:00:24.902000
HUL,8.0,0 days 00:01:22.263000,10.0,0 days 01:10:17.283000,0 days 00:00:24.096000,0 days 00:00:33.317000,0 days 00:00:24.850000
HUL,9.0,0 days 00:01:25.851000,11.0,0 days 01:11:43.134000,0 days 00:00:24.064000,0 days 00:00:33.408000,0 days 00:00:28.379000
HUL,10.0,0 days 00:01:38.895000,15.0,0 days 01:13:22.029000,0 days 00:00:42.788000,0 days 00:00:32.192000,0 days 00:00:23.915000
HUL,11.0,0 days 00:01:21.463000,15.0,0 days 01:14:43.492000,0 days 00:00:23.933000,0 days 00:00:33.019000,0 days 00:00:24.511000
HUL,12.0,0 days 00:01:21.785000,15.0,0 days 01:16:05.277000,0 days 00:00:24.093000,0 days 00:00:33.002000,0 days 00:00:24.690000
HUL,13.0,0 days 00:01:22.901000,15.0,0 days 01:17:28.178000,0 days 00:00:24.464000,0 days 00:00:33.378000,0 days 00:00:25.059000
HUL,14.0,0 days 00:01:22.607000,15.0,0 days 01:18:50.785000,0 days 00:00:24.413000,0 days 00:00:33.054000,0 days 00:00:25.140000
HUL,15.0,0 days 00:01:21.800000,14.0,0 days 01:20:12.585000,0 days 00:00:24.171000,0 days 00:00:32.891000,0 days 00:00:24.738000
HUL,16.0,0 days 00:01:21.549000,13.0,0 days 01:21:34.134000,0 days 00:00:24.013000,0 days 00:00:32.822000,0 days 00:00:24.714000
HUL,17.0,0 days 00:01:21.829000,13.0,0 days 01:22:55.963000,0 days 00:00:24.124000,0 days 00:00:32.873000,0 days 00:00:24.832000
HUL,18.0,0 days 00:01:22.099000,13.0,0 days 01:24:18.062000,0 days 00:00:24.031000,0 days 00:00:33.334000,0 days 00:00:24.734000
HUL,19.0,0 days 00:01:22.303000,11.0,0 days 01:25:40.365000,0 days 00:00:24.123000,0 days 00:00:33.257000,0 days 00:00:24.923000
HUL,20.0,0 days 00:01:21.664000,9.0,0 days 01:27:02.029000,0 days 00:00:23.879000,0 days 00:00:33.132000,0 days 00:00:24.653000
HUL,21.0,0 days 00:01:21.715000,9.0,0 days 01:28:23.744000,0 days 00:00:23.962000,0 days 00:00:33.098000,0 days 00:00:24.655000
HUL,22.0,0 days 00:01:22.359000,9.0,0 days 01:29:46.103000,0 days 00:00:24.388000,0 days 00:00:33.385000,0 days 00:00:24.586000
HUL,23.0,0 days 00:01:21.761000,9.0,0 days 01:31:07.864000,0 days 00:00:24.010000,0 days 00:00:33.033000,0 days 00:00:24.718000
HUL,24.0,0 days 00:01:23.434000,10.0,0 days 01:32:31.298000,0 days 00:00:24.873000,0 days 00:00:33.736000,0 days 00:00:24.825000
HUL,25.0,0 days 00:01:22.107000,10.0,0 days 01:33:53.405000,0 days 00:00:24.113000,0 days 00:00:33.146000,0 days 00:00:24.848000
HUL,26.0,0 days 00:01:21.737000,10.0,0 days 01:35:15.142000,0 days 00:00:24.003000,0 days 00:00:33.003000,0 days 00:00:24.731000
HUL,27.0,0 days 00:01:21.554000,10.0,0 days 01:36:36.696000,0 days 00:00:23.848000,0 days 00:00:32.970000,0 days 00:00:24.736000
HUL,28.0,0 days 00:01:20.709000,9.0,0 days 01:37:57.405000,0 days 00:00:23.380000,0 days 00:00:32.848000,0 days 00:00:24.481000
HUL,29.0,0 days 00:01:21.344000,9.0,0 days 01:39:18.749000,0 days 00:00:23.861000,0 days 00:00:32.929000,0 days 00:00:24.554000
HUL,30.0,0 days 00:01:21.195000,9.0,0 days 01:40:39.944000,0 days 00:00:23.824000,0 days 00:00:32.878000,0 days 00:00:24.493000
HUL,31.0,0 days 00:01:21.160000,9.0,0 days 01:42:01.104000,0 days 00:00:23.801000,0 days 00:00:32.739000,0 days 00:00:24.620000
HUL,32.0,0 days 00:01:21.938000,9.0,0 days 01:43:23.042000,0 days 00:00:24.009000,0 days 00:00:33.172000,0 days 00:00:24.757000
HUL,33.0,0 days 00:01:21.414000,9.0,0 days 01:44:44.456000,0 days 00:00:23.896000,0 days 00:00:32.919000,0 days 00:00:24.599000
HUL,34.0,0 days 00:01:21.610000,9.0,0 days 01:46:06.066000,0 days 00:00:24.112000,0 days 00:00:32.988000,0 days 00:00:24.510000
HUL,35.0,0 days 00:01:21.406000,9.0,0 days 01:47:27.472000,0 days 00:00:23.911000,0 days 00:00:32.987000,0 days 00:00:24.508000
HUL,36.0,0 days 00:01:21.125000,9.0,0 days 01:48:48.597000,0 days 00:00:23.865000,0 days 00:00:32.737000,0 days 00:00:24.523000
HUL,37.0,0 days 00:01:21.265000,9.0,0 days 01:50:09.862000,0 days 00:00:23.946000,0 days 00:00:32.731000,0 days 00:00:24.588000
HUL,38.0,0 days 00:01:21.502000,9.0,0 days 01:51:31.364000,0 days 00:00:23.920000,0 days 00:00:32.930000,0 days 00:00:24.652000
HUL,39.0,0 days 00:01:21.388000,9.0,0 days 01:52:52.752000,0 days 00:00:23.912000,0 days 00:00:32.903000,0 days 00:00:24.573000
HUL,40.0,0 days 00:01:21.514000,9.0,0 days 01:54:14.266000,0 days 00:00:23.889000,0 days 00:00:33.076000,0 days 00:00:24.549000
HUL,41.0,0 days 00:01:21.130000,9.0,0 days 01:55:35.396000,0 days 00:00:23.779000,0 days 00:00:32.770000,0 days 00:00:24.581000
HUL,42.0,0 days 00:01:21.354000,9.0,0 days 01:56:56.750000,0 days 00:00:23.746000,0 days 00:00:32.981000,0 days 00:00:24.627000
HUL,43.0,0 days 00:01:21.683000,9.0,0 days 01:58:18.433000,0 days 00:00:23.894000,0 days 00:00:33.051000,0 days 00:00:24.738000
HUL,44.0,0 days 00:01:22.092000,9.0,0 days 01:59:40.525000,0 days 00:00:24.078000,0 days 00:00:33.206000,0 days 00:00:24.808000
HUL,45.0,0 days 00:01:25.589000,9.0,0 days 02:01:06.114000,0 days 00:00:24.137000,0 days 00:00:33.064000,0 days 00:00:28.388000
HUL,46.0,0 days 00:01:39.152000,9.0,0 days 02:02:45.266000,0 days 00:00:42.462000,0 days 00:00:32.484000,0 days 00:00:24.206000
HUL,47.0,0 days 00:01:20.811000,9.0,0 days 02:04:06.077000,0 days 00:00:23.813000,0 days 00:00:32.628000,0 days 00:00:24.370000
HUL,48.0,0 days 00:01:20.805000,9.0,0 days 02:05:26.882000,0 days 00:00:23.779000,0 days 00:00:32.652000,0 days 00:00:24.374000
HUL,49.0,0 days 00:01:20.699000,9.0,0 days 02:06:47.581000,0 days 00:00:23.720000,0 days 00:00:32.569000,0 days 00:00:24.410000
HUL,50.0,0 days 00:01:19.794000,9.0,0 days 02:08:07.375000,0 days 00:00:23.677000,0 days 00:00:32.052000,0 days 00:00:24.065000
HUL,51.0,0 days 00:01:19.936000,9.0,0 days 02:09:27.311000,0 days 00:00:23.589000,0 days 00:00:32.287000,0 days 00:00:24.060000
HUL,52.0,0 days 00:01:19.987000,9.0,0 days 02:10:47.298000,0 days 00:00:23.553000,0 days 00:00:32.453000,0 days 00:00:23.981000
HUL,53.0,0 days 00:01:21.133000,9.0,0 days 02:12:08.431000,0 days 00:00:23.682000,0 days 00:00:33.019000,0 days 00:00:24.432000
HUL,54.0,0 days 00:01:32.815000,8.0,0 days 02:13:41.246000,0 days 00:00:23.535000,0 days 00:00:37.522000,0 days 00:00:31.758000
HUL,55.0,0 days 00:01:49.475000,8.0,0 days 02:15:30.721000,0 days 00:00:36.933000,0 days 00:00:41.266000,0 days 00:00:31.276000
HUL,56.0,0 days 00:01:33.749000,8.0,0 days 02:17:04.470000,0 days 00:00:28.083000,0 days 00:00:34.244000,0 days 00:00:31.422000
HUL,57.0,0 days 00:01:49.896000,8.0,0 days 02:18:54.366000,0 days 00:00:44.055000,0 days 00:00:35.221000,0 days 00:00:30.620000
HUL,58.0,0 days 00:01:39.049000,8.0,0 days 02:20:33.415000,0 days 00:00:25.961000,0 days 00:00:38.557000,0 days 00:00:34.531000
HUL,59.0,0 days 00:02:04.294000,8.0,0 days 02:22:37.709000,0 days 00:00:39.688000,0 days 00:00:47.676000,0 days 00:00:36.930000
HUL,60.0,0 days 00:01:56.915000,8.0,0 days 02:24:34.624000,0 days 00:00:34.072000,0 days 00:00:45.726000,0 days 00:00:37.117000
HUL,61.0,0 days 00:01:19.023000,7.0,0 days 02:25:53.647000,0 days 00:00:23.407000,0 days 00:00:32.078000,0 days 00:00:23.538000
HUL,62.0,0 days 00:01:18.282000,7.0,0 days 02:27:11.929000,0 days 00:00:23.311000,0 days 00:00:31.447000,0 days 00:00:23.524000
HUL,63.0,0 days 00:01:17.575000,7.0,0 days 02:28:29.504000,0 days 00:00:22.773000,0 days 00:00:31.373000,0 days 00:00:23.429000
HUL,64.0,0 days 00:01:18.615000,7.0,0 days 02:29:48.119000,0 days 00:00:23.089000,0 days 00:00:31.840000,0 days 00:00:23.686000
HUL,65.0,0 days 00:01:18.056000,6.0,0 days 02:31:06.175000,0 days 00:00:22.608000,0 days 00:00:31.847000,0 days 00:00:23.601000
HUL,66.0,0 days 00:01:18.496000,6.0,0 days 02:32:24.671000,0 days 00:00:22.880000,0 days 00:00:31.812000,0 days 00:00:23.804000
LAW,1.0,0 days 00:01:29.953000,13.0,0 days 01:00:43.601000,,0 days 00:00:34.547000,0 days 00:00:25.211000
LAW,2.0,0 days 00:01:23.220000,13.0,0 days 01:02:06.821000,0 days 00:00:24.720000,0 days 00:00:33.666000,0 days 00:00:24.834000
LAW,3.0,0 days 00:01:22.634000,13.0,0 days 01:03:29.455000,0 days 00:00:24.264000,0 days 00:00:33.579000,0 days 00:00:24.791000
LAW,4.0,0 days 00:01:22.031000,13.0,0 days 01:04:51.486000,0 days 00:00:24.028000,0 days 00:00:33.274000,0 days 00:00:24.729000
LAW,5.0,0 days 00:01:22.423000,13.0,0 days 01:06:13.909000,0 days 00:00:24.083000,0 days 00:00:33.286000,0 days 00:00:25.054000
LAW,6.0,0 days 00:01:22.137000,13.0,0 days 01:07:36.046000,0 days 00:00:24.072000,0 days 00:00:33.214000,0 days 00:00:24.851000
LAW,7.0,0 days 00:01:22.695000,13.0,0 days 01:08:58.741000,0 days 00:00:24.169000,0 days 00:00:33.551000,0 days 00:00:24.975000
LAW,8.0,0 days 00:01:22.930000,13.0,0 days 01:10:21.671000,0 days 00:00:24.488000,0 days 00:00:33.477000,0 days 00:00:24.965000
LAW,9.0,0 days 00:01:23.238000,13.0,0 days 01:11:44.909000,0 days 00:00:24.470000,0 days 00:00:33.654000,0 days 00:00:25.114000
LAW,10.0,0 days 00:01:22.700000,12.0,0 days 01:13:07.609000,0 days 00:00:24.458000,0 days 00:00:33.459000,0 days 00:00:24.783000
LAW,11.0,0 days 00:01:22.485000,11.0,0 days 01:14:30.094000,0 days 00:00:24.194000,0 days 00:00:33.313000,0 days 00:00:24.978000
LAW,12.0,0 days 00:01:22.828000,11.0,0 days 01:15:52.922000,0 days 00:00:24.350000,0 days 00:00:33.408000,0 days 00:00:25.070000
LAW,13.0,0 days 00:01:22.277000,9.0,0 days 01:17:15.199000,0 days 00:00:24.197000,0 days 00:00:33.383000,0 days 00:00:24.697000
LAW,14.0,0 days 00:01:22.192000,9.0,0 days 01:18:37.391000,0 days 00:00:24.479000,0 days 00:00:33.019000,0 days 00:00:24.694000
LAW,15.0,0 days 00:01:21.968000,9.0,0 days 01:19:59.359000,0 days 00:00:24.299000,0 days 00:00:33.049000,0 days 00:00:24.620000
LAW,16.0,0 days 00:01:21.967000,9.0,0 days 01:21:21.326000,0 days 00:00:24.206000,0 days 00:00:32.934000,0 days 00:00:24.827000
LAW,17.0,0 days 00:01:22.308000,8.0,0 days 01:22:43.634000,0 days 00:00:24.359000,0 days 00:00:33.058000,0 days 00:00:24.891000
LAW,18.0,0 days 00:01:27.446000,9.0,0 days 01:24:11.080000,0 days 00:00:24.999000,0 days 00:00:33.784000,0 days 00:00:28.663000
LAW,19.0,0 days 00:01:40.043000,16.0,0 days 01:25:51.123000,0 days 00:00:42.930000,0 days 00:00:32.689000,0 days 00:00:24.424000
LAW,20.0,0 days 00:01:21.344000,15.0,0 days 01:27:12.467000,0 days 00:00:24.099000,0 days 00:00:32.675000,0 days 00:00:24.570000
LAW,21.0,0 days 00:01:21.187000,14.0,0 days 01:28:33.654000,0 days 00:00:24.034000,0 days 00:00:32.579000,0 days 00:00:24.574000
LAW,22.0,0 days 00:01:21.720000,14.0,0 days 01:29:55.374000,0 days 00:00:24.123000,0 days 00:00:32.958000,0 days 00:00:24.639000
LAW,23.0,0 days 00:01:21.854000,14.0,0 days 01:31:17.228000,0 days 00:00:24.050000,0 days 00:00:33.132000,0 days 00:00:24.672000
LAW,24.0,0 days 00:01:23.531000,13.0,0 days 01:32:40.759000,0 days 00:00:24.234000,0 days 00:00:34.300000,0 days 00:00:24.997000
LAW,25.0,0 days 00:01:20.771000,12.0,0 days 01:34:01.530000,0 days 00:00:23.861000,0 days 00:00:32.527000,0 days 00:00:24.383000
LAW,26.0,0 days 00:01:21.013000,12.0,0 days 01:35:22.543000,0 days 00:00:23.916000,0 days 00:00:32.617000,0 days 00:00:24.480000
LAW,27.0,0 days 00:01:21.360000,12.0,0 days 01:36:43.903000,0 days 00:00:23.990000,0 days 00:00:32.838000,0 days 00:00:24.532000
LAW,28.0,0 days 00:01:21.489000,12.0,0 days 01:38:05.392000,0 days 00:00:24.045000,0 days 00:00:32.958000,0 days 00:00:24.486000
LAW,29.0,0 days 00:01:21.494000,12.0,0 days 01:39:26.886000,0 days 00:00:23.984000,0 days 00:00:32.954000,0 days 00:00:24.556000
LAW,30.0,0 days 00:01:21.473000,12.0,0 days 01:40:48.359000,0 days 00:00:23.865000,0 days 00:00:33.060000,0 days 00:00:24.548000
LAW,31.0,0 days 00:01:23.075000,12.0,0 days 01:42:11.434000,0 days 00:00:24.530000,0 days 00:00:33.734000,0 days 00:00:24.811000
LAW,32.0,0 days 00:01:22.393000,11.0,0 days 01:43:33.827000,0 days 00:00:24.420000,0 days 00:00:33.192000,0 days 00:00:24.781000
LAW,33.0,0 days 00:01:21.716000,11.0,0 days 01:44:55.543000,0 days 00:00:24.093000,0 days 00:00:32.988000,0 days 00:00:24.635000
LAW,34.0,0 days 00:01:21.387000,11.0,0 days 01:46:16.930000,0 days 00:00:23.967000,0 days 00:00:32.923000,0 days 00:00:24.497000
LAW,35.0,0 days 00:01:21.043000,10.0,0 days 01:47:37.973000,0 days 00:00:23.906000,0 days 00:00:32.766000,0 days 00:00:24.371000
LAW,36.0,0 days 00:01:21.467000,10.0,0 days 01:48:59.440000,0 days 00:00:24.067000,0 days 00:00:32.946000,0 days 00:00:24.454000
LAW,37.0,0 days 00:01:21.384000,10.0,0 days 01:50:20.824000,0 days 00:00:24.089000,0 days 00:00:32.772000,0 days 00:00:24.523000
LAW,38.0,0 days 00:01:21.202000,10.0,0 days 01:51:42.026000,0 days 00:00:24.135000,0 days 00:00:32.728000,0 days 00:00:24.339000
LAW,39.0,0 days 00:01:21.143000,10.0,0 days 01:53:03.169000,0 days 00:00:23.923000,0 days 00:00:32.798000,0 days 00:00:24.422000
LAW,40.0,0 days 00:01:21.321000,10.0,0 days 01:54:24.490000,0 days 00:00:24.027000,0 days 00:00:32.797000,0 days 00:00:24.497000
LAW,41.0,0 days 00:01:21.400000,10.0,0 days 01:55:45.890000,0 days 00:00:24.135000,0 days 00:00:32.751000,0 days 00:00:24.514000
LAW,42.0,0 days 00:01:21.036000,10.0,0 days 01:57:06.926000,0 days 00:00:23.960000,0 days 00:00:32.729000,0 days 00:00:24.347000
LAW,43.0,0 days 00:01:21.110000,10.0,0 days 01:58:28.036000,0 days 00:00:24.071000,0 days 00:00:32.692000,0 days 00:00:24.347000
LAW,44.0,0 days 00:01:24.710000,10.0,0 days 01:59:52.746000,0 days 00:00:23.996000,0 days 00:00:32.771000,0 days 00:00:27.943000
LAW,45.0,0 days 00:01:39.618000,13.0,0 days 02:01:32.364000,0 days 00:00:43.242000,0 days 00:00:32.304000,0 days 00:00:24.072000
LAW,46.0,0 days 00:01:19.887000,13.0,0 days 02:02:52.251000,0 days 00:00:23.893000,0 days 00:00:32.014000,0 days 00:00:23.980000
LAW,47.0,0 days 00:01:19.611000,13.0,0 days 02:04:11.862000,0 days 00:00:23.681000,0 days 00:00:32.030000,0 days 00:00:23.900000
LAW,48.0,0 days 00:01:19.860000,13.0,0 days 02:05:31.722000,0 days 00:00:23.683000,0 days 00:00:32.158000,0 days 00:00:24.019000
LAW,49.0,0 days 00:01:20.784000,12.0,0 days 02:06:52.506000,0 days 00:00:23.864000,0 days 00:00:32.608000,0 days 00:00:24.312000
LAW,50.0,0 days 00:01:21.891000,12.0,0 days 02:08:14.397000,0 days 00:00:23.943000,0 days 00:00:33.399000,0 days 00:00:24.549000
LAW,51.0,0 days 00:01:22.974000,12.0,0 days 02:09:37.371000,0 days 00:00:25.236000,0 days 00:00:33.312000,0 days 00:00:24.426000
LAW,52.0,0 days 00:01:19.805000,11.0,0 days 02:10:57.176000,0 days 00:00:23.467000,0 days 00:00:32.272000,0 days 00:00:24.066000
LAW,53.0,0 days 00:01:19.986000,11.0,0 days 02:12:17.162000,0 days 00:00:23.786000,0 days 00:00:32.203000,0 days 00:00:23.997000
LAW,54.0,0 days 00:01:35.264000,10.0,0 days 02:13:52.426000,0 days 00:00:23.823000,0 days 00:00:41.126000,0 days 00:00:30.315000
LAW,55.0,0 days 00:02:15.678000,10.0,0 days 02:16:08.104000,0 days 00:00:34.527000,0 days 00:01:00.126000,0 days 00:00:41.025000
LAW,56.0,0 days 00:02:06.161000,10.0,0 days 02:18:14.265000,0 days 00:00:39.478000,0 days 00:00:49.934000,0 days 00:00:36.749000
LAW,57.0,0 days 00:01:59.877000,10.0,0 days 02:20:14.142000,0 days 00:00:39.554000,0 days 00:00:49.322000,0 days 00:00:31.001000
LAW,58.0,0 days 00:01:24.162000,10.0,0 days 02:21:38.304000,0 days 00:00:26.155000,0 days 00:00:33.576000,0 days 00:00:24.431000
LAW,59.0,0 days 00:01:21.244000,10.0,0 days 02:22:59.548000,0 days 00:00:23.973000,0 days 00:00:32.558000,0 days 00:00:24.713000
LAW,60.0,0 days 00:01:36.226000,10.0,0 days 02:24:35.774000,0 days 00:00:24.506000,0 days 00:00:36.426000,0 days 00:00:35.294000
LAW,61.0,0 days 00:01:20.721000,10.0,0 days 02:25:56.495000,0 days 00:00:24.159000,0 days 00:00:32.632000,0 days 00:00:23.930000
LAW,62.0,0 days 00:01:19.424000,10.0,0 days 02:27:15.919000,0 days 00:00:23.580000,0 days 00:00:32.003000,0 days 00:00:23.841000
LAW,63.0,0 days 00:01:19.887000,10.0,0 days 02:28:35.806000,0 days 00:00:23.809000,0 days 00:00:32.256000,0 days 00:00:23.822000
LAW,64.0,0 days 00:01:19.834000,10.0,0 days 02:29:55.640000,0 days 00:00:23.771000,0 days 00:00:32.033000,0 days 00:00:24.030000
LAW,65.0,0 days 00:01:20.900000,11.0,0 days 02:31:16.540000,0 days 00:00:24.316000,0 days 00:00:32.423000,0 days 00:00:24.161000
LAW,66.0,0 days 00:01:20.015000,11.0,0 days 02:32:36.555000,0 days 00:00:23.448000,0 days 00:00:32.324000,0 days 00:00:24.243000
OCO,1.0,0 days 00:01:31.228000,16.0,0 days 01:00:44.876000,,0 days 00:00:34.697000,0 days 00:00:25.403000
OCO,2.0,0 days 00:01:23.815000,16.0,0 days 01:02:08.691000,0 days 00:00:24.782000,0 days 00:00:33.892000,0 days 00:00:25.141000
